Sl.No,Item Name,01/01/2016,02/01/2016,03/01/2016,04/01/2016,05/01/2016,06/01/2016,07/01/2016,08/01/2016,09/01/2016,10/01/2016,11/01/2016,12/01/2016,13/01/2016,14/01/2016,15/01/2016,16/01/2016,17/01/2016,18/01/2016,19/01/2016,20/01/2016,21/01/2016,22/01/2016,23/01/2016,24/01/2016,25/01/2016,26/01/2016,27/01/2016,28/01/2016,29/01/2016,30/01/2016,31/01/2016,01/02/2016,02/02/2016,03/02/2016,04/02/2016,05/02/2016,06/02/2016,07/02/2016,08/02/2016,09/02/2016,10/02/2016,11/02/2016,12/02/2016,13/02/2016,14/02/2016,15/02/2016,16/02/2016,17/02/2016,18/02/2016,19/02/2016,20/02/2016,21/02/2016,22/02/2016,23/02/2016,24/02/2016,25/02/2016,26/02/2016,27/02/2016,28/02/2016,29/02/2016,01/03/2016,02/03/2016,03/03/2016,04/03/2016,05/03/2016,06/03/2016,07/03/2016,08/03/2016,09/03/2016,10/03/2016,11/03/2016,12/03/2016,13/03/2016,14/03/2016,15/03/2016,16/03/2016,17/03/2016,18/03/2016,19/03/2016,20/03/2016,21/03/2016,22/03/2016,23/03/2016,24/03/2016,25/03/2016,26/03/2016,27/03/2016,28/03/2016,29/03/2016,30/03/2016,31/03/2016,01/04/2016,02/04/2016,03/04/2016,04/04/2016,05/04/2016,06/04/2016,07/04/2016,08/04/2016,09/04/2016,10/04/2016,11/04/2016,12/04/2016,13/04/2016,14/04/2016,15/04/2016,16/04/2016,17/04/2016,18/04/2016,19/04/2016,20/04/2016,21/04/2016,22/04/2016,23/04/2016,24/04/2016,25/04/2016,26/04/2016,27/04/2016,28/04/2016,29/04/2016,30/04/2016,01/05/2016,02/05/2016,03/05/2016,04/05/2016,05/05/2016,06/05/2016,07/05/2016,08/05/2016,09/05/2016,10/05/2016,11/05/2016,12/05/2016,13/05/2016,14/05/2016,15/05/2016,16/05/2016,17/05/2016,18/05/2016,19/05/2016,20/05/2016,21/05/2016,22/05/2016,23/05/2016,24/05/2016,25/05/2016,26/05/2016,27/05/2016,28/05/2016,29/05/2016,30/05/2016,31/05/2016,01/06/2016,02/06/2016,03/06/2016,04/06/2016,05/06/2016,06/06/2016,07/06/2016,08/06/2016,09/06/2016,10/06/2016,11/06/2016,12/06/2016,13/06/2016,14/06/2016,15/06/2016,16/06/2016,17/06/2016,18/06/2016,19/06/2016,20/06/2016,21/06/2016,22/06/2016,23/06/2016,24/06/2016,25/06/2016,26/06/2016,27/06/2016,28/06/2016,29/06/2016,30/06/2016,01/07/2016,02/07/2016,03/07/2016,04/07/2016,05/07/2016,06/07/2016,07/07/2016,08/07/2016,09/07/2016,10/07/2016,11/07/2016,12/07/2016,13/07/2016,14/07/2016,15/07/2016,16/07/2016,17/07/2016,18/07/2016,19/07/2016,20/07/2016,21/07/2016,22/07/2016,23/07/2016,24/07/2016,25/07/2016,26/07/2016,27/07/2016,28/07/2016,29/07/2016,30/07/2016,31/07/2016,01/08/2016,02/08/2016,03/08/2016,04/08/2016,05/08/2016,06/08/2016,07/08/2016,08/08/2016,09/08/2016,10/08/2016,11/08/2016,12/08/2016,13/08/2016,14/08/2016,15/08/2016,16/08/2016,17/08/2016,18/08/2016,19/08/2016,20/08/2016,21/08/2016,22/08/2016,23/08/2016,24/08/2016,25/08/2016,26/08/2016,27/08/2016,28/08/2016,29/08/2016,30/08/2016,31/08/2016,01/09/2016,02/09/2016,03/09/2016,04/09/2016,05/09/2016,06/09/2016,07/09/2016,08/09/2016,09/09/2016,10/09/2016,11/09/2016,12/09/2016,13/09/2016,14/09/2016,15/09/2016,16/09/2016,17/09/2016,18/09/2016,19/09/2016,20/09/2016,21/09/2016,22/09/2016,23/09/2016,24/09/2016,25/09/2016,26/09/2016,27/09/2016,28/09/2016,29/09/2016,30/09/2016,01/10/2016,02/10/2016,03/10/2016,04/10/2016,05/10/2016,06/10/2016,07/10/2016,08/10/2016,09/10/2016,10/10/2016,11/10/2016,12/10/2016,13/10/2016,14/10/2016,15/10/2016,16/10/2016,17/10/2016,18/10/2016,19/10/2016,20/10/2016,21/10/2016,22/10/2016,23/10/2016,24/10/2016,25/10/2016,26/10/2016,27/10/2016,28/10/2016,29/10/2016,30/10/2016,31/10/2016,01/11/2016,02/11/2016,03/11/2016,04/11/2016,05/11/2016,06/11/2016,07/11/2016,08/11/2016,09/11/2016,10/11/2016,11/11/2016,12/11/2016,13/11/2016,14/11/2016,15/11/2016,16/11/2016,17/11/2016,18/11/2016,19/11/2016,20/11/2016,21/11/2016,22/11/2016,23/11/2016,24/11/2016,25/11/2016,26/11/2016,27/11/2016,28/11/2016,29/11/2016,30/11/2016,01/12/2016,02/12/2016,03/12/2016,04/12/2016,05/12/2016,06/12/2016,07/12/2016,08/12/2016,09/12/2016,10/12/2016,11/12/2016,12/12/2016,13/12/2016,14/12/2016,15/12/2016,16/12/2016,17/12/2016,18/12/2016,19/12/2016,20/12/2016,21/12/2016,22/12/2016,23/12/2016,24/12/2016,25/12/2016,26/12/2016,27/12/2016,28/12/2016,29/12/2016,30/12/2016,31/12/2016
11,Banana pachabale,16,16,NR,16,16,16,16,16,16,NR,16,16,16,16,16,NR,NR,16,16,16,16,16,16,NR,16,16,16,16,16,16,NR,16,16,16,16,16,16,NR,16,16,16,16,16,16,NR,16,16,16,16,17,17,NR,17,17,17,17,17,17,NR,17,17,17,17,17,17,NR,17,17,NR,17,17,17,NR,17,17,17,17,17,17,NR,17,17,17,17,17,17,NR,17,17,17,NR,17,17,NR,17,17,17,17,17,17,NR,17,17,17,18,18,18,NR,18,18,18,18,18,18,NR,20,20,20,20,NR,20,NR,24,26,26,28,28,28,NR,NR,28,28,28,28,28,NR,28,28,29,29,32,32,NR,32,32,32,32,32,32,NR,32,32,32,32,32,32,NR,32,32,32,32,33,32,NR,32,32,32,32,32,32,NR,32,30,30,30,30,30,NR,NR,30,30,NR,30,30,NR,30,NR,32,32,32,32,NR,32,30,30,30,30,30,NR,30,30,30,NR,NR,NR,NR,NR,32,32,32,32,32,NR,32,32,32,NR,32,32,NR,32,32,NR,34,NR,NR,NR,NR,NR,32,NR,32,32,NR,32,32,30,30,30,29,NR,30,30,NR,30,NR,30,NR,NR,29,29,29,NR,29,NR,29,NR,29,29,NR,29,NR,26,26,26,26,NR,26,NR,26,26,26,26,NR,26,NR,26,26,26,25,25,25,NR,25,NR,25,25,25,NR,NR,25,25,25,25,25,25,NR,25,NR,NR,NR,25,25,NR,NR,NR,25,25,25,25,NR,25,25,25,25,25,25,NR,25,25,25,25,25,NR,NR,25,25,25,25,25,25,NR,NR,NR,25,25,25,25,NR,24,NR,24,NR,24,NR,NR,NR,NR,24,24,24,NR,NR,24,24,24,24,24,24,NR,24,24,24,24,24,24
12,Banana Yellaki,34,34,NR,34,34,34,34,34,34,NR,34,34,34,34,34,NR,NR,34,34,34,36,36,36,NR,38,38,38,38,38,38,NR,38,38,38,38,38,38,NR,38,39,39,40,40,40,NR,40,40,40,40,42,42,NR,42,42,42,42,42,42,NR,42,42,42,42,42,42,NR,42,42,NR,40,40,40,NR,40,40,40,40,39,39,NR,39,39,39,39,39,39,NR,39,39,39,NR,39,39,NR,39,39,39,39,39,39,NR,39,39,39,40,40,40,NR,40,40,40,40,42,42,NR,45,45,45,45,NR,45,NR,48,48,50,50,52,52,NR,NR,52,52,58,58,58,NR,58,58,58,62,64,64,NR,64,64,64,64,64,64,NR,68,68,68,68,68,68,NR,68,70,70,70,72,72,NR,72,72,72,72,72,72,NR,72,72,77,77,77,77,NR,NR,77,77,NR,77,77,NR,77,NR,77,77,77,77,NR,77,74,74,74,74,74,NR,74,74,74,NR,NR,NR,NR,NR,74,74,76,76,76,NR,76,76,79,NR,79,79,NR,80,88,NR,88,NR,NR,NR,NR,NR,90,NR,90,90,NR,90,90,90,88,88,88,NR,88,88,NR,88,NR,88,NR,NR,86,86,86,NR,86,NR,86,NR,86,86,NR,86,NR,83,79,79,75,NR,68,NR,68,68,68,68,NR,69,NR,69,69,69,65,65,65,NR,65,NR,59,59,59,NR,NR,59,59,57,57,55,55,NR,52,NR,NR,NR,52,52,NR,NR,NR,52,52,52,52,NR,52,52,52,52,52,52,NR,52,52,52,54,54,NR,NR,52,52,52,50,50,49,NR,NR,NR,49,49,49,47,NR,47,NR,46,NR,45,NR,NR,NR,NR,45,45,45,NR,NR,45,43,43,43,43,43,NR,43,43,43,43,43,42
13,Banana chandra,48,48,NR,48,48,48,48,48,48,NR,48,48,48,48,48,NR,NR,48,48,48,48,48,48,NR,48,48,48,48,48,48,NR,48,48,48,48,48,48,NR,48,48,48,48,48,48,NR,48,48,48,48,48,48,NR,48,48,48,48,48,48,NR,48,48,48,42,48,48,NR,48,48,NR,48,48,48,NR,48,48,48,48,48,48,NR,48,48,48,48,48,48,NR,48,48,48,NR,48,48,NR,48,48,48,48,48,48,NR,48,48,48,48,48,48,NR,48,48,48,48,48,48,NR,48,48,48,48,NR,48,NR,48,48,48,48,48,48,NR,NR,48,48,48,48,48,NR,48,48,48,48,48,48,NR,48,48,48,48,48,48,NR,48,48,48,48,48,48,NR,48,48,48,48,48,48,NR,48,70,62,62,62,62,NR,62,62,62,62,62,62,NR,NR,62,62,NR,62,62,NR,62,NR,56,56,56,56,NR,56,56,56,56,56,56,NR,56,56,56,NR,NR,NR,NR,NR,56,56,56,56,56,NR,56,56,56,NR,56,56,NR,56,56,NR,56,NR,NR,NR,NR,NR,56,NR,56,56,NR,56,56,56,56,56,56,NR,56,56,NR,56,NR,56,NR,NR,56,56,56,NR,56,NR,56,NR,56,56,NR,56,NR,56,52,52,52,NR,52,NR,52,52,52,52,NR,52,NR,52,52,52,52,52,52,NR,52,NR,52,52,52,NR,NR,52,51,51,51,51,51,NR,48,NR,NR,NR,48,48,NR,NR,NR,48,48,48,48,NR,48,48,48,48,48,48,NR,48,48,48,48,48,NR,NR,48,48,48,48,48,48,NR,NR,NR,48,48,48,48,NR,48,NR,48,NR,48,NR,NR,NR,NR,48,48,48,NR,NR,48,48,48,48,48,48,NR,48,48,48,48,48,48
14,Banana Nendra,48,48,NR,48,48,48,48,48,48,NR,48,48,48,48,48,NR,NR,48,48,48,48,48,48,NR,48,48,48,48,48,48,NR,48,48,48,48,48,48,NR,48,48,48,48,48,48,NR,48,48,48,48,48,48,NR,48,48,44,48,48,48,NR,48,48,48,42,42,42,NR,42,42,NR,42,42,42,NR,42,42,42,42,42,42,NR,42,42,42,42,42,42,NR,42,42,42,NR,42,42,NR,42,42,42,42,42,42,NR,42,42,42,42,42,42,NR,42,42,42,42,42,42,NR,42,42,48,48,NR,48,NR,48,48,48,48,48,48,NR,NR,48,48,48,48,48,NR,48,48,48,53,56,56,NR,56,56,56,56,56,60,NR,60,60,64,64,64,64,NR,64,64,64,64,64,64,NR,64,64,64,64,64,64,NR,64,64,72,72,72,72,NR,NR,72,72,NR,72,72,NR,72,NR,68,68,68,68,NR,68,65,65,65,65,65,NR,65,65,65,NR,NR,NR,NR,NR,65,65,65,65,65,NR,65,65,65,NR,65,65,NR,65,65,NR,65,NR,NR,NR,NR,NR,65,NR,65,65,NR,65,65,65,65,65,65,NR,65,65,NR,65,NR,65,NR,NR,65,65,65,NR,65,NR,65,NR,65,65,NR,65,NR,72,66,66,66,NR,66,NR,66,69,69,69,NR,69,NR,69,69,69,69,69,69,NR,69,NR,69,69,69,NR,NR,69,68,63,57,57,57,NR,52,NR,NR,NR,52,52,NR,NR,NR,52,52,52,52,NR,55,55,55,55,55,55,NR,55,55,55,55,55,NR,NR,55,55,55,55,55,55,NR,NR,NR,62,62,62,64,NR,64,NR,64,NR,64,NR,NR,NR,NR,68,68,68,NR,NR,68,68,68,68,68,68,NR,68,68,68,68,68,68
15,Banana karpura,0,0,NR,0,0,0,0,0,0,NR,0,0,0,0,0,NR,NR,0,0,0,0,0,0,NR,0,0,0,0,0,0,NR,0,0,0,0,0,0,NR,0,0,0,0,0,0,NR,0,0,0,0,0,0,NR,0,0,0,0,0,0,NR,0,0,0,0,0,0,NR,0,0,NR,0,0,0,NR,0,0,0,0,0,0,NR,0,0,0,0,0,0,NR,0,0,0,NR,0,0,NR,0,0,0,0,0,0,NR,0,0,0,0,0,0,NR,0,0,0,0,0,0,NR,0,0,0,0,NR,0,NR,0,0,0,0,0,0,NR,NR,0,0,0,0,0,NR,0,0,0,0,0,0,NR,0,0,0,0,0,0,NR,0,0,0,0,0,0,NR,0,0,0,0,0,0,NR,0,0,0,0,0,0,NR,0,0,0,0,0,0,NR,NR,0,0,NR,0,0,NR,0,NR,0,0,0,0,NR,0,0,0,0,0,0,NR,0,0,0,NR,NR,NR,NR,NR,0,0,0,0,0,NR,0,0,0,NR,0,0,NR,0,0,NR,0,NR,NR,NR,NR,NR,0,NR,0,0,NR,0,0,0,0,0,0,NR,0,0,NR,0,NR,0,NR,NR,0,0,0,NR,0,NR,0,NR,0,0,NR,0,NR,0,0,0,0,NR,0,NR,0,0,0,0,NR,0,NR,0,0,0,0,0,0,NR,0,NR,0,0,0,NR,NR,0,0,0,0,0,0,NR,0,NR,NR,NR,0,0,NR,NR,NR,0,0,0,0,NR,0,0,0,0,0,0,NR,0,0,0,0,0,NR,NR,0,0,0,0,0,0,NR,NR,NR,0,0,0,0,NR,0,NR,0,NR,0,NR,NR,NR,NR,0,0,0,NR,NR,0,0,0,0,0,0,NR,0,0,0,0,0,0
16,Banana Rasabale,34,34,NR,34,34,34,35,35,35,NR,35,35,35,35,35,NR,NR,35,35,35,35,35,35,NR,35,35,35,35,35,35,NR,35,35,35,35,35,35,NR,35,35,35,35,35,35,NR,35,35,35,35,35,35,NR,35,35,36,36,36,36,NR,36,36,36,34,34,34,NR,34,34,NR,34,34,34,NR,34,34,34,34,34,34,NR,34,34,34,34,34,32,NR,32,32,32,NR,32,32,NR,32,32,32,32,32,32,NR,32,32,32,32,32,32,NR,32,32,32,32,32,32,NR,32,32,32,32,NR,32,NR,32,32,32,32,32,32,NR,NR,32,32,32,32,32,NR,32,32,32,42,42,42,NR,42,42,42,42,42,42,NR,42,42,44,44,44,44,NR,44,44,44,44,52,52,NR,52,52,52,52,52,52,NR,54,54,56,56,56,56,NR,NR,56,56,NR,56,56,NR,56,NR,56,56,56,56,NR,56,56,56,56,56,56,NR,56,56,56,NR,NR,NR,NR,NR,56,56,56,56,56,NR,56,56,56,NR,56,56,NR,56,56,NR,56,NR,NR,NR,NR,NR,56,NR,56,56,NR,56,56,56,56,56,56,NR,56,56,NR,56,NR,56,NR,NR,56,56,56,NR,56,NR,56,NR,56,56,NR,56,NR,56,56,56,56,NR,56,NR,56,56,56,56,NR,56,NR,56,56,56,56,56,56,NR,56,NR,56,56,56,NR,NR,56,51,51,51,51,51,NR,50,NR,NR,NR,50,50,NR,NR,NR,50,50,50,50,NR,50,50,50,50,50,50,NR,50,50,50,50,50,NR,NR,50,50,50,50,50,50,NR,NR,NR,50,50,50,50,NR,50,NR,50,NR,50,NR,NR,NR,NR,50,50,50,NR,NR,50,50,50,50,50,50,NR,50,50,50,50,50,50
17,Chicco(Sapota) rapined,38,38,NR,38,38,38,38,38,38,NR,38,38,38,38,38,NR,NR,38,38,38,38,35,35,NR,35,35,35,35,35,35,NR,35,35,35,35,35,35,NR,35,35,35,35,35,35,NR,35,35,35,35,35,35,NR,35,35,35,35,35,35,NR,35,35,35,35,35,35,NR,35,35,NR,35,35,35,NR,35,35,35,35,35,35,NR,35,35,35,35,35,35,NR,35,35,35,NR,35,35,NR,35,35,35,35,35,35,NR,35,35,35,35,35,35,NR,35,35,35,35,35,35,NR,35,35,35,35,NR,35,NR,35,35,35,35,35,35,NR,NR,35,35,35,35,35,NR,35,35,35,35,35,35,NR,35,35,35,35,35,35,NR,35,35,35,35,35,35,NR,35,35,35,35,35,35,NR,35,35,35,35,35,35,NR,35,35,35,35,35,35,NR,NR,35,35,NR,35,35,NR,35,NR,35,35,35,35,NR,35,35,35,35,35,35,NR,35,35,35,NR,NR,NR,NR,NR,35,35,35,35,35,NR,35,35,35,NR,35,35,NR,35,35,NR,35,NR,NR,NR,NR,NR,35,NR,35,35,NR,35,35,35,35,35,35,NR,35,35,NR,35,NR,35,NR,NR,35,35,35,NR,35,NR,35,NR,35,35,NR,35,NR,35,35,35,35,NR,35,NR,35,35,35,35,NR,35,NR,35,35,35,35,35,35,NR,35,NR,35,35,35,NR,NR,35,35,35,35,35,35,NR,35,NR,NR,NR,35,35,NR,NR,NR,35,35,35,35,NR,35,35,35,35,35,35,NR,35,35,35,35,35,NR,NR,35,35,35,35,35,35,NR,NR,NR,35,35,35,35,NR,35,NR,35,NR,35,NR,NR,NR,NR,35,35,35,NR,NR,35,35,35,35,35,35,NR,47,47,47,47,47,47
18,Custerd Apple,38,38,NR,38,38,38,38,38,38,NR,38,38,38,38,38,NR,NR,38,38,38,38,38,38,NR,38,38,38,35,38,38,NR,38,38,38,38,38,38,NR,38,38,38,38,38,38,NR,38,38,38,38,38,38,NR,38,38,38,38,38,38,NR,38,38,38,38,38,38,NR,38,38,NR,38,38,38,NR,38,38,38,38,38,38,NR,38,38,38,38,38,38,NR,38,38,38,NR,38,38,NR,38,38,38,38,38,38,NR,38,38,38,38,38,38,NR,38,38,38,38,38,38,NR,38,38,38,38,NR,38,NR,38,38,38,38,38,38,NR,NR,38,38,38,38,38,NR,38,38,38,38,38,38,NR,38,38,38,38,38,38,NR,38,38,38,38,38,38,NR,38,38,38,38,38,38,NR,38,38,38,38,38,38,NR,38,38,38,38,38,38,NR,NR,38,38,NR,38,38,NR,38,NR,38,38,38,38,NR,38,38,38,38,38,38,NR,38,38,38,NR,NR,NR,NR,NR,35,35,35,35,35,NR,35,35,35,NR,35,35,NR,38,38,NR,38,NR,NR,NR,NR,NR,38,NR,38,38,NR,38,38,38,38,38,38,NR,38,38,NR,43,NR,46,NR,NR,46,46,46,NR,46,NR,46,NR,46,46,NR,46,NR,46,48,48,48,NR,48,NR,48,47,47,47,NR,47,NR,47,47,47,47,47,47,NR,47,NR,47,47,47,NR,NR,47,47,47,47,47,47,NR,47,NR,NR,NR,47,47,NR,NR,NR,47,47,47,47,NR,47,47,47,47,47,47,NR,47,47,47,47,47,NR,NR,47,47,47,47,47,47,NR,NR,NR,47,47,47,47,NR,47,NR,47,NR,47,NR,NR,NR,NR,47,47,47,NR,NR,47,47,47,47,47,47,NR,47,47,47,47,47,47
19,Chicco(Sapota),36,36,NR,36,36,36,36,36,36,NR,36,36,36,36,36,NR,NR,36,36,36,36,36,36,NR,36,36,36,36,36,36,NR,36,36,36,36,36,36,NR,36,36,36,36,36,36,NR,36,36,36,36,36,36,NR,36,36,36,36,36,40,NR,40,40,40,40,40,40,NR,40,40,NR,40,40,40,NR,40,40,40,40,40,40,NR,40,40,44,46,46,46,NR,46,46,46,NR,46,46,NR,46,46,46,46,46,46,NR,46,46,46,46,46,40,NR,40,40,40,40,40,40,NR,40,40,40,40,NR,40,NR,40,40,40,40,40,40,NR,NR,40,40,40,40,40,NR,40,42,42,42,42,42,NR,42,42,40,40,40,40,NR,40,40,40,40,40,40,NR,40,40,44,44,44,44,NR,44,44,44,47,47,47,NR,48,48,50,50,50,51,NR,NR,51,54,NR,53,53,NR,53,NR,53,53,56,56,NR,56,56,56,56,54,54,NR,54,54,54,NR,NR,NR,NR,NR,54,54,54,54,54,NR,54,52,52,NR,52,52,NR,52,56,NR,56,NR,NR,NR,NR,NR,56,NR,56,56,NR,56,56,56,56,56,56,NR,56,56,NR,56,NR,56,NR,NR,58,58,60,NR,60,NR,60,NR,60,60,NR,60,NR,60,60,60,60,NR,60,NR,60,60,60,60,NR,60,NR,60,60,60,60,60,60,NR,60,NR,60,60,60,NR,NR,60,60,60,60,60,60,NR,60,NR,NR,NR,60,60,NR,NR,NR,60,60,60,60,NR,60,60,60,60,60,60,NR,60,60,60,60,60,NR,NR,60,60,60,60,60,60,NR,NR,NR,60,60,60,60,NR,60,NR,60,NR,56,NR,NR,NR,NR,56,56,56,NR,NR,56,56,56,56,56,50,NR,50,50,50,50,50,50
20,Guava,60,60,NR,60,60,60,60,60,60,NR,60,60,60,60,60,NR,NR,60,60,60,60,60,60,NR,60,60,60,60,60,60,NR,60,60,60,60,60,60,NR,60,60,60,60,60,60,NR,60,60,60,60,60,60,NR,60,60,60,60,60,60,NR,56,56,56,56,56,56,NR,54,54,NR,54,54,54,NR,54,54,54,54,54,54,NR,54,50,50,50,50,50,NR,50,50,50,NR,50,49,NR,49,49,49,49,49,49,NR,49,49,49,49,49,49,NR,49,49,49,49,49,49,NR,49,49,49,49,NR,50,NR,50,50,50,50,50,50,NR,NR,48,48,48,48,49,NR,48,49,49,49,49,49,NR,49,49,49,90,90,90,NR,90,90,90,90,47,47,NR,47,47,47,47,47,47,NR,47,47,47,47,47,47,NR,47,47,47,47,47,47,NR,NR,47,52,NR,52,52,NR,52,NR,52,52,52,52,NR,52,52,52,52,52,52,NR,52,52,52,NR,NR,NR,NR,NR,50,50,50,50,50,NR,50,50,50,NR,50,50,NR,50,50,NR,50,NR,NR,NR,NR,NR,62,NR,62,62,NR,62,62,62,62,62,62,NR,62,62,NR,62,NR,62,NR,NR,60,60,60,NR,60,NR,60,NR,60,60,NR,60,NR,60,60,60,60,NR,60,NR,60,60,60,60,NR,60,NR,60,60,62,62,62,62,NR,62,NR,62,62,62,NR,NR,62,62,62,62,62,62,NR,62,NR,NR,NR,62,62,NR,NR,NR,62,62,62,62,NR,62,62,62,62,62,62,NR,62,62,62,62,62,NR,NR,62,62,62,62,62,62,NR,NR,NR,62,62,62,62,NR,62,NR,62,NR,60,NR,NR,NR,NR,60,60,60,NR,NR,60,60,60,60,62,62,NR,62,62,62,62,62,62
21,Guava Allahabad(Red),100,100,NR,100,100,100,100,100,100,NR,100,100,100,100,100,NR,NR,100,100,100,100,100,100,NR,100,100,100,100,100,100,NR,100,100,100,100,100,100,NR,100,100,100,100,100,100,NR,100,100,100,100,100,100,NR,100,100,100,100,100,100,NR,100,100,100,100,100,100,NR,100,100,NR,100,100,100,NR,100,100,100,100,100,100,NR,100,100,100,100,100,100,NR,100,100,100,NR,100,98,NR,98,98,98,98,98,98,NR,98,98,98,98,98,98,NR,98,98,98,98,98,98,NR,98,98,98,98,NR,98,NR,98,98,98,98,98,98,NR,NR,98,98,98,98,98,NR,98,98,98,70,70,70,NR,70,70,70,70,70,70,NR,70,70,70,70,70,70,NR,70,70,70,70,70,70,NR,70,70,70,70,70,70,NR,70,70,70,70,70,70,NR,NR,70,70,NR,70,70,NR,70,NR,70,70,70,70,NR,70,70,70,70,70,70,NR,70,70,70,NR,NR,NR,NR,NR,70,70,70,70,70,NR,70,70,70,NR,70,70,NR,70,70,NR,70,NR,NR,NR,NR,NR,70,NR,70,70,NR,70,70,70,70,70,70,NR,70,70,NR,70,NR,70,NR,NR,64,67,67,NR,67,NR,67,NR,67,67,NR,67,NR,67,67,67,67,NR,67,NR,80,80,80,80,NR,83,NR,87,87,92,92,92,92,NR,94,NR,94,94,94,NR,NR,94,94,94,94,94,94,NR,94,NR,NR,NR,94,94,NR,NR,NR,94,94,94,94,NR,94,94,94,94,94,94,NR,94,94,94,94,94,NR,NR,94,94,94,94,94,94,NR,NR,NR,94,94,94,94,NR,94,NR,94,NR,94,NR,NR,NR,NR,94,94,94,NR,NR,94,94,94,94,94,94,NR,94,94,94,94,94,94
22,Grapes Blore blue,32,32,NR,32,32,36,36,36,36,NR,36,36,36,36,36,NR,NR,36,36,36,36,36,36,NR,34,34,34,34,34,34,NR,28,28,28,28,28,28,NR,28,28,28,28,30,30,NR,32,32,32,34,34,35,NR,35,40,38,38,45,45,NR,45,45,45,45,45,45,NR,45,47,NR,47,47,48,NR,49,49,49,54,54,54,NR,60,64,64,64,64,64,NR,64,64,64,NR,64,64,NR,64,67,67,67,67,67,NR,70,70,70,70,70,70,NR,70,70,70,70,70,74,NR,72,72,60,60,NR,60,NR,60,60,60,60,60,60,NR,NR,60,58,58,58,58,NR,58,58,54,54,54,54,NR,54,54,54,54,50,50,NR,50,50,50,40,40,40,NR,40,40,42,42,42,42,NR,42,37,37,37,37,37,NR,37,37,37,37,37,37,NR,NR,37,37,NR,37,37,NR,37,NR,37,37,37,37,NR,37,37,37,37,37,37,NR,40,40,40,NR,NR,NR,NR,NR,44,50,50,50,50,NR,50,75,75,NR,75,80,NR,89,87,NR,100,NR,NR,NR,NR,NR,94,NR,94,94,NR,94,94,94,88,88,88,NR,88,88,NR,88,NR,60,NR,NR,60,60,60,NR,48,NR,48,NR,48,48,NR,48,NR,48,52,52,52,NR,52,NR,52,52,52,52,NR,52,NR,52,52,52,50,50,52,NR,52,NR,52,52,52,NR,NR,55,55,55,55,55,55,NR,60,NR,NR,NR,60,60,NR,NR,NR,60,60,60,60,NR,60,62,62,62,56,56,NR,56,40,40,40,40,NR,NR,40,40,40,40,40,40,NR,NR,NR,40,39,39,39,NR,39,NR,39,NR,39,NR,NR,NR,NR,39,39,39,NR,NR,39,39,39,39,39,39,NR,27,27,27,27,27,27
23,GrapesAnabi shahi,0,0,NR,0,0,0,0,0,0,NR,0,0,0,0,0,NR,NR,0,0,0,0,0,0,NR,0,0,0,0,0,0,NR,0,0,0,0,0,0,NR,0,0,0,0,0,0,NR,0,0,0,0,0,0,NR,0,0,0,0,0,0,NR,0,0,0,0,0,0,NR,0,0,NR,0,0,0,NR,0,0,0,0,0,0,NR,0,0,0,0,0,0,NR,0,0,0,NR,0,0,NR,0,0,0,0,0,0,NR,0,0,0,0,0,0,NR,0,0,0,0,0,0,NR,0,0,0,0,NR,0,NR,0,0,0,0,0,0,NR,NR,0,0,0,0,0,NR,0,0,0,0,0,0,NR,0,0,0,0,0,0,NR,0,0,0,0,0,0,NR,0,0,0,0,0,0,NR,0,0,0,0,0,0,NR,0,0,0,0,0,0,NR,NR,0,0,NR,0,0,NR,0,NR,0,0,0,0,NR,0,0,0,0,0,0,NR,0,0,0,NR,NR,NR,NR,NR,0,0,0,0,0,NR,0,0,0,NR,0,0,NR,0,0,NR,0,NR,NR,NR,NR,NR,0,NR,0,0,NR,0,0,0,0,0,0,NR,0,0,NR,0,NR,0,NR,NR,0,0,0,NR,0,NR,0,NR,0,0,NR,0,NR,0,0,0,0,NR,0,NR,0,0,0,0,NR,0,NR,0,0,0,0,0,0,NR,0,NR,0,0,0,NR,NR,0,0,0,0,0,0,NR,0,NR,NR,NR,0,0,NR,NR,NR,0,0,0,0,NR,0,0,0,0,0,0,NR,0,0,0,0,0,NR,NR,0,0,0,0,0,0,NR,NR,NR,0,0,0,0,NR,0,NR,0,NR,0,NR,NR,NR,NR,0,0,0,NR,NR,0,0,0,0,0,0,NR,0,0,0,0,0,0
