"Sl.No","Item Name","01/01/2017","02/01/2017","03/01/2017","04/01/2017","05/01/2017","06/01/2017","07/01/2017","08/01/2017","09/01/2017","10/01/2017","11/01/2017","12/01/2017","13/01/2017","14/01/2017","15/01/2017","16/01/2017","17/01/2017","18/01/2017","19/01/2017","20/01/2017","21/01/2017","22/01/2017","23/01/2017","24/01/2017","25/01/2017","26/01/2017","27/01/2017","28/01/2017","29/01/2017","30/01/2017","31/01/2017","01/02/2017","02/02/2017","03/02/2017","04/02/2017","05/02/2017","06/02/2017","07/02/2017","08/02/2017","09/02/2017","10/02/2017","11/02/2017","12/02/2017","13/02/2017","14/02/2017","15/02/2017","16/02/2017","17/02/2017","18/02/2017","19/02/2017","20/02/2017","21/02/2017","22/02/2017","23/02/2017","24/02/2017","25/02/2017","26/02/2017","27/02/2017","28/02/2017","01/03/2017","02/03/2017","03/03/2017","04/03/2017","05/03/2017","06/03/2017","07/03/2017","08/03/2017","09/03/2017","10/03/2017","11/03/2017","12/03/2017","13/03/2017","14/03/2017","15/03/2017","16/03/2017","17/03/2017","18/03/2017","19/03/2017","20/03/2017","21/03/2017","22/03/2017","23/03/2017","24/03/2017","25/03/2017","26/03/2017","27/03/2017","28/03/2017","29/03/2017","30/03/2017","31/03/2017","01/04/2017","02/04/2017","03/04/2017","04/04/2017","05/04/2017","06/04/2017","07/04/2017","08/04/2017","09/04/2017","10/04/2017","11/04/2017","12/04/2017","13/04/2017","14/04/2017","15/04/2017","16/04/2017","17/04/2017","18/04/2017","19/04/2017","20/04/2017","21/04/2017","22/04/2017","23/04/2017","24/04/2017","25/04/2017","26/04/2017","27/04/2017","28/04/2017","29/04/2017","30/04/2017","01/05/2017","02/05/2017","03/05/2017","04/05/2017","05/05/2017","06/05/2017","07/05/2017","08/05/2017","09/05/2017","10/05/2017","11/05/2017","12/05/2017","13/05/2017","14/05/2017","15/05/2017","16/05/2017","17/05/2017","18/05/2017","19/05/2017","20/05/2017","21/05/2017","22/05/2017","23/05/2017","24/05/2017","25/05/2017","26/05/2017","27/05/2017","28/05/2017","29/05/2017","30/05/2017","31/05/2017","01/06/2017","02/06/2017","03/06/2017","04/06/2017","05/06/2017","06/06/2017","07/06/2017","08/06/2017","09/06/2017","10/06/2017","11/06/2017","12/06/2017","13/06/2017","14/06/2017","15/06/2017","16/06/2017","17/06/2017","18/06/2017","19/06/2017","20/06/2017","21/06/2017","22/06/2017","23/06/2017","24/06/2017","25/06/2017","26/06/2017","27/06/2017","28/06/2017","29/06/2017","30/06/2017","01/07/2017","02/07/2017","03/07/2017","04/07/2017","05/07/2017","06/07/2017","07/07/2017","08/07/2017","09/07/2017","10/07/2017","11/07/2017","12/07/2017","13/07/2017","14/07/2017","15/07/2017","16/07/2017","17/07/2017","18/07/2017","19/07/2017","20/07/2017","21/07/2017","22/07/2017","23/07/2017","24/07/2017","25/07/2017","26/07/2017","27/07/2017","28/07/2017","29/07/2017","30/07/2017","31/07/2017","01/08/2017","02/08/2017","03/08/2017","04/08/2017","05/08/2017","06/08/2017","07/08/2017","08/08/2017","09/08/2017","10/08/2017","11/08/2017","12/08/2017","13/08/2017","14/08/2017","15/08/2017","16/08/2017","17/08/2017","18/08/2017","19/08/2017","20/08/2017","21/08/2017","22/08/2017","23/08/2017","24/08/2017","25/08/2017","26/08/2017","27/08/2017","28/08/2017","29/08/2017","30/08/2017","31/08/2017","01/09/2017","02/09/2017","03/09/2017","04/09/2017","05/09/2017","06/09/2017","07/09/2017","08/09/2017","09/09/2017","10/09/2017","11/09/2017","12/09/2017","13/09/2017","14/09/2017","15/09/2017","16/09/2017","17/09/2017","18/09/2017","19/09/2017","20/09/2017","21/09/2017","22/09/2017","23/09/2017","24/09/2017","25/09/2017","26/09/2017","27/09/2017","28/09/2017","29/09/2017","30/09/2017","01/10/2017","02/10/2017","03/10/2017","04/10/2017","05/10/2017","06/10/2017","07/10/2017","08/10/2017","09/10/2017","10/10/2017","11/10/2017","12/10/2017","13/10/2017","14/10/2017","15/10/2017","16/10/2017","17/10/2017","18/10/2017","19/10/2017","20/10/2017","21/10/2017","22/10/2017","23/10/2017","24/10/2017","25/10/2017","26/10/2017","27/10/2017","28/10/2017","29/10/2017","30/10/2017","31/10/2017","01/11/2017","02/11/2017","03/11/2017","04/11/2017","05/11/2017","06/11/2017","07/11/2017","08/11/2017","09/11/2017","10/11/2017","11/11/2017","12/11/2017","13/11/2017","14/11/2017","15/11/2017","16/11/2017","17/11/2017","18/11/2017","19/11/2017","20/11/2017","21/11/2017","22/11/2017","23/11/2017","24/11/2017","25/11/2017","26/11/2017","27/11/2017","28/11/2017","29/11/2017","30/11/2017"
11,"Banana pachabale","NR",43,22,22,22,"NR",22,"NR",24,25,"NR",25,24,"NR","NR",25,"NR",26,28,28,29,"NR","NR",29,29,29,29,29,"NR",29,29,29,"NR",29,29,"NR",29,29,29,29,29,29,"NR","NR",29,29,29,29,29,"NR",29,29,29,"NR",29,"NR","NR",29,"NR","NR",32,32,32,"NR",32,32,32,32,32,32,"NR",32,32,32,32,32,32,"NR",32,32,32,32,30,30,"NR","NR",30,"NR",30,"NR","NR","NR",30,30,30,30,30,30,"NR",30,"NR",28,28,28,28,"NR",28,28,28,28,28,28,"NR","NR",28,29,29,29,29,"NR",29,29,29,29,"NR","NR","NR",29,29,29,29,29,29,"NR",29,"NR",30,30,30,30,"NR",30,30,30,30,30,30,"NR",30,29,29,29,29,29,"NR",29,29,28,28,28,"NR","NR","NR",29,29,29,29,29,"NR",29,29,29,29,29,29,"NR",29,29,29,29,29,"NR","NR",29,"NR",29,29,29,29,"NR",29,29,29,29,29,29,"NR","NR",29,29,29,29,"NR","NR",29,33,33,33,34,34,"NR",34,34,34,34,"NR",32,"NR",32,33,33,33,33,33,"NR",33,34,34,34,35,35,"NR",35,35,35,35,35,35,"NR",35,35,35,35,35,35,"NR",35,35,35,"NR",35,35,"NR",33,33,33,33,"NR",33,"NR",33,"NR","NR",33,33,"NR","NR","NR","NR",33,33,33,"NR","NR",33,33,32,31,30,30,"NR",30,30,29,28,26,26,"NR",26,26,26,26,26,26,"NR",26,26,26,26,26,26,"NR",26,26,"NR",26,26,26,"NR",26,26,26,26,26,26,"NR",26,26,26,26,"NR",26,"NR","NR",28,28,28,28,28,"NR",28,28,28,28
12,"Banana Yellaki","NR",45,47,47,47,"NR",47,"NR",50,50,"NR",50,49,"NR","NR",52,"NR",54,55,55,55,"NR","NR",55,56,56,56,56,"NR",58,58,58,"NR",60,60,"NR",62,62,62,62,62,62,"NR","NR",62,62,64,64,64,"NR",64,64,64,"NR",64,"NR","NR",64,"NR","NR",64,64,64,"NR",64,64,64,64,64,64,"NR",64,64,64,64,64,64,"NR",64,64,64,64,64,64,"NR","NR",64,"NR",64,"NR","NR","NR",64,64,65,65,65,65,"NR",65,"NR",65,65,65,66,"NR",66,66,66,66,66,66,"NR","NR",66,66,66,66,66,"NR",66,66,66,66,"NR","NR","NR",66,66,66,66,66,66,"NR",66,"NR",66,66,66,66,"NR",66,66,66,66,66,66,"NR",66,66,66,66,66,66,"NR",66,66,66,68,68,"NR","NR","NR",68,69,69,69,70,"NR",73,73,73,73,73,73,"NR",73,74,75,75,75,"NR","NR",75,"NR",78,78,78,78,"NR",78,78,79,80,83,83,"NR","NR",83,83,83,83,"NR","NR",84,88,88,88,88,88,"NR",90,95,95,95,"NR",95,"NR",100,100,103,105,105,105,"NR",105,109,109,109,109,110,"NR",110,110,110,110,110,110,"NR",105,105,105,105,105,105,"NR",99,99,99,"NR",96,92,"NR",92,92,92,89,"NR",86,"NR",85,"NR","NR",85,85,"NR","NR","NR","NR",85,85,85,"NR","NR",85,83,83,83,83,80,"NR",78,78,78,78,77,77,"NR",75,75,75,75,75,75,"NR",75,75,75,75,72,72,"NR",72,70,"NR",70,70,70,"NR",70,70,70,70,70,68,"NR",68,66,66,64,"NR",64,"NR","NR",64,62,62,62,62,"NR",62,62,62,60
13,"Banana chandra","NR",48,48,48,47,"NR",47,"NR",47,47,"NR",47,47,"NR","NR",47,"NR",52,52,52,52,"NR","NR",52,52,55,55,55,"NR",55,55,55,"NR",58,58,"NR",58,58,58,58,58,58,"NR","NR",58,58,58,58,58,"NR",58,58,58,"NR",58,"NR","NR",58,"NR","NR",58,58,58,"NR",58,58,58,58,58,58,"NR",58,58,58,58,58,58,"NR",58,58,50,50,50,50,"NR","NR",50,"NR",50,"NR","NR","NR",50,50,50,50,50,50,"NR",50,"NR",50,50,56,60,"NR",60,60,60,60,60,60,"NR","NR",58,58,58,58,58,"NR",58,58,58,58,"NR","NR","NR",58,58,58,58,58,58,"NR",58,"NR",58,58,58,58,"NR",58,58,58,58,58,58,"NR",58,58,58,58,58,58,"NR",58,58,58,58,58,"NR","NR","NR",58,58,58,58,58,"NR",58,58,58,58,58,58,"NR",58,58,58,58,58,"NR","NR",58,"NR",58,58,58,58,"NR",58,58,58,58,58,58,"NR","NR",58,63,63,63,"NR","NR",63,63,63,63,63,63,"NR",63,63,63,63,"NR",63,"NR",70,70,72,78,78,78,"NR",80,80,85,85,87,87,"NR",87,87,87,87,87,87,"NR",87,87,87,87,87,87,"NR",87,85,85,"NR",87,87,"NR",87,87,87,87,"NR",88,"NR",88,"NR","NR",88,88,"NR","NR","NR","NR",88,88,88,"NR","NR",88,83,81,81,81,80,"NR",80,80,80,80,80,80,"NR",80,80,80,80,80,80,"NR",80,80,80,80,80,80,"NR",80,80,"NR",80,80,80,"NR",80,80,80,80,80,80,"NR",80,80,80,80,"NR",80,"NR","NR",80,80,80,80,80,"NR",80,80,80,80
14,"Banana Nendra","NR",68,68,68,68,"NR",68,"NR",68,68,"NR",68,68,"NR","NR",68,"NR",68,68,68,68,"NR","NR",68,68,68,68,68,"NR",68,68,68,"NR",68,68,"NR",68,68,68,68,68,68,"NR","NR",68,60,58,58,58,"NR",58,58,58,"NR",58,"NR","NR",58,"NR","NR",58,58,58,"NR",58,58,58,58,58,58,"NR",58,58,58,58,58,58,"NR",58,58,50,50,50,50,"NR","NR",50,"NR",50,"NR","NR","NR",50,50,54,54,54,54,"NR",54,"NR",54,54,60,67,"NR",67,67,67,67,67,67,"NR","NR",58,58,58,58,58,"NR",58,58,58,58,"NR","NR","NR",58,58,58,58,58,56,"NR",56,"NR",56,56,56,56,"NR",56,56,56,56,56,56,"NR",56,56,56,56,56,60,"NR",60,60,60,64,64,"NR","NR","NR",64,64,64,64,64,"NR",64,64,64,64,64,64,"NR",64,64,64,64,64,"NR","NR",64,"NR",64,64,64,64,"NR",64,64,64,64,64,64,"NR","NR",64,64,64,64,"NR","NR",64,64,64,64,64,64,"NR",64,64,64,64,"NR",64,"NR",70,70,72,78,78,78,"NR",80,80,85,85,87,87,"NR",87,87,87,87,87,87,"NR",87,87,87,87,87,87,"NR",87,85,85,"NR",87,87,"NR",87,87,87,87,"NR",86,"NR",86,"NR","NR",86,86,"NR","NR","NR","NR",86,86,86,"NR","NR",86,74,70,70,70,66,"NR",66,66,68,68,68,65,"NR",65,65,68,68,68,68,"NR",68,68,68,68,68,68,"NR",68,64,"NR",64,64,64,"NR",60,60,60,60,60,60,"NR",60,60,60,60,"NR",60,"NR","NR",60,60,60,55,55,"NR",55,55,55,55
15,"Banana karpura","NR",0,0,0,0,"NR",0,"NR",0,0,"NR",0,0,"NR","NR",0,"NR",0,0,0,0,"NR","NR",0,0,0,0,0,"NR",0,0,0,"NR",0,0,"NR",0,0,0,0,0,0,"NR","NR",0,0,0,0,0,"NR",0,0,0,"NR",0,"NR","NR",0,"NR","NR",0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR","NR",0,"NR",0,"NR","NR","NR",0,0,0,0,0,0,"NR",0,"NR",0,0,0,0,"NR",0,0,0,0,0,0,"NR","NR",0,0,0,0,0,"NR",0,0,0,0,"NR","NR","NR",0,0,0,0,0,0,"NR",0,"NR",0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,"NR","NR","NR",0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,"NR","NR",0,"NR",0,0,0,0,"NR",0,0,0,0,0,0,"NR","NR",0,0,0,0,"NR","NR",0,0,0,0,0,0,"NR",0,0,0,0,"NR",0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,"NR",0,0,"NR",0,0,0,0,"NR",0,"NR",0,"NR","NR",0,0,"NR","NR","NR","NR",0,0,0,"NR","NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,"NR",0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,"NR",0,"NR","NR",0,0,0,0,0,"NR",0,0,0,0
16,"Banana Rasabale","NR",50,50,50,44,"NR",44,"NR",44,44,"NR",44,44,"NR","NR",44,"NR",44,44,44,44,"NR","NR",44,44,44,44,44,"NR",44,44,44,"NR",44,44,"NR",44,44,44,44,44,44,"NR","NR",44,44,44,44,44,"NR",44,44,44,"NR",44,"NR","NR",44,"NR","NR",44,44,44,"NR",44,44,44,44,44,44,"NR",44,44,44,44,44,44,"NR",44,44,39,39,39,39,"NR","NR",39,"NR",39,"NR","NR","NR",39,39,39,39,39,39,"NR",39,"NR",39,39,39,39,"NR",39,39,39,39,39,39,"NR","NR",39,39,38,38,38,"NR",38,38,38,38,"NR","NR","NR",38,38,38,38,38,32,"NR",32,"NR",32,32,32,32,"NR",32,32,32,32,32,32,"NR",32,32,32,32,32,32,"NR",32,32,32,32,32,"NR","NR","NR",32,39,39,39,40,"NR",43,46,46,46,46,46,"NR",46,46,49,49,49,"NR","NR",49,"NR",49,49,49,49,"NR",49,52,52,52,52,52,"NR","NR",52,52,52,52,"NR","NR",52,52,52,52,52,52,"NR",52,52,52,52,"NR",52,"NR",52,52,56,62,62,62,"NR",64,64,64,64,67,67,"NR",67,67,67,67,67,67,"NR",67,67,67,67,67,67,"NR",67,67,67,"NR",67,67,"NR",67,67,67,67,"NR",67,"NR",67,"NR","NR",67,67,"NR","NR","NR","NR",67,67,67,"NR","NR",67,67,67,67,67,67,"NR",67,67,68,68,68,68,"NR",68,68,68,68,68,68,"NR",68,68,68,68,68,68,"NR",68,68,"NR",68,68,68,"NR",68,68,68,68,68,68,"NR",68,68,68,68,"NR",68,"NR","NR",68,68,68,68,68,"NR",68,68,68,68
17,"Chicco(Sapota) rapined","NR",47,47,47,47,"NR",47,"NR",47,47,"NR",47,47,"NR","NR",47,"NR",47,47,47,47,"NR","NR",47,47,47,47,47,"NR",47,47,47,"NR",47,47,"NR",47,47,47,47,47,47,"NR","NR",47,47,47,47,47,"NR",47,47,47,"NR",47,"NR","NR",47,"NR","NR",47,47,47,"NR",47,47,47,47,47,47,"NR",47,47,47,47,47,47,"NR",47,47,47,47,47,47,"NR","NR",47,"NR",47,"NR","NR","NR",47,47,47,47,47,47,"NR",47,"NR",47,47,47,49,"NR",49,49,49,49,49,49,"NR","NR",49,49,49,49,49,"NR",49,49,49,49,"NR","NR","NR",48,48,48,48,48,48,"NR",48,"NR",48,48,48,48,"NR",48,48,48,48,48,48,"NR",48,48,48,48,48,48,"NR",48,48,48,48,52,"NR","NR","NR",52,52,52,52,52,"NR",52,52,52,52,52,52,"NR",52,52,52,52,52,"NR","NR",52,"NR",52,52,52,52,"NR",52,52,52,52,52,52,"NR","NR",52,52,52,52,"NR","NR",52,52,52,52,52,52,"NR",52,52,52,52,"NR",52,"NR",52,52,52,52,52,52,"NR",52,52,52,52,52,52,"NR",52,52,52,52,52,52,"NR",52,52,52,52,52,52,"NR",52,52,52,"NR",52,52,"NR",52,52,52,52,"NR",52,"NR",52,"NR","NR",52,52,"NR","NR","NR","NR",52,52,52,"NR","NR",52,52,52,52,52,52,"NR",52,52,52,52,52,52,"NR",52,52,52,52,52,52,"NR",52,52,52,52,52,52,"NR",52,52,"NR",52,52,52,"NR",52,52,52,52,52,52,"NR",52,52,52,52,"NR",52,"NR","NR",52,52,52,52,52,"NR",52,52,52,52
18,"Custerd Apple","NR",47,47,47,47,"NR",47,"NR",47,47,"NR",47,47,"NR","NR",47,"NR",47,47,47,47,"NR","NR",47,47,47,47,47,"NR",47,47,47,"NR",47,47,"NR",47,47,47,47,47,47,"NR","NR",47,47,47,47,47,"NR",47,47,47,"NR",47,"NR","NR",47,"NR","NR",47,47,47,"NR",47,47,47,47,47,47,"NR",47,47,47,47,47,47,"NR",47,47,47,47,47,47,"NR","NR",47,"NR",47,"NR","NR","NR",47,47,47,47,47,47,"NR",47,"NR",47,47,47,47,"NR",47,47,47,47,47,47,"NR","NR",47,47,47,47,47,"NR",47,47,47,47,"NR","NR","NR",47,47,47,47,47,47,"NR",47,"NR",47,47,47,47,"NR",47,47,47,47,47,47,"NR",47,47,47,47,47,47,"NR",47,47,47,47,47,"NR","NR","NR",47,47,47,47,47,"NR",47,47,47,47,47,47,"NR",47,47,47,40,40,"NR","NR",48,"NR",48,48,48,48,"NR",48,48,48,54,56,60,"NR","NR",60,60,60,60,"NR","NR",62,62,66,66,66,62,"NR",64,64,64,64,"NR",64,"NR",60,60,60,59,59,59,"NR",55,55,55,55,55,56,"NR",58,60,63,63,63,63,"NR",60,60,58,58,58,58,"NR",58,58,58,"NR",60,60,"NR",60,60,64,64,"NR",64,"NR",64,"NR","NR",64,64,"NR","NR","NR","NR",64,64,64,"NR","NR",64,60,60,60,60,60,"NR",55,55,55,54,54,54,"NR",50,34,34,34,34,34,"NR",38,38,38,38,38,38,"NR",40,40,"NR",40,40,40,"NR",40,40,40,40,40,40,"NR",40,40,37,37,"NR",37,"NR","NR",44,46,46,46,46,"NR",46,49,49,49
19,"Chicco(Sapota)","NR",50,50,50,50,"NR",44,"NR",44,44,"NR",44,44,"NR","NR",44,"NR",44,44,44,44,"NR","NR",44,44,44,44,44,"NR",44,44,44,"NR",44,44,"NR",44,44,44,48,51,51,"NR","NR",51,51,51,51,51,"NR",51,51,51,"NR",51,"NR","NR",51,"NR","NR",51,51,51,"NR",54,54,54,54,54,54,"NR",54,54,56,56,56,56,"NR",56,56,56,56,54,54,"NR","NR",54,"NR",54,"NR","NR","NR",54,54,54,54,54,54,"NR",54,"NR",54,54,52,52,"NR",52,52,52,52,52,52,"NR","NR",52,52,52,52,52,"NR",52,52,52,50,"NR","NR","NR",50,50,50,50,50,50,"NR",50,"NR",50,50,50,50,"NR",50,49,49,49,49,49,"NR",49,49,49,49,49,49,"NR",49,49,49,49,49,"NR","NR","NR",49,49,49,60,60,"NR",60,63,63,63,63,63,"NR",63,63,63,63,63,"NR","NR",63,"NR",63,63,63,63,"NR",63,63,63,63,63,63,"NR","NR",63,63,63,63,"NR","NR",63,63,63,63,63,63,"NR",64,64,64,65,"NR",68,"NR",64,64,64,59,54,54,"NR",54,54,54,53,53,53,"NR",54,54,54,54,54,52,"NR",50,50,48,48,45,45,"NR",45,45,45,"NR",45,45,"NR",45,45,45,45,"NR",46,"NR",46,"NR","NR",46,46,"NR","NR","NR","NR",46,46,46,"NR","NR",46,46,46,46,46,45,"NR",42,42,42,40,38,38,"NR",38,36,36,36,36,36,"NR",36,36,37,37,37,37,"NR",38,38,"NR",38,40,40,"NR",40,40,40,40,40,40,"NR",42,42,43,43,"NR",43,"NR","NR",46,48,48,48,48,"NR",48,48,51,51
20,"Guava","NR",62,62,68,68,"NR",68,"NR",68,68,"NR",68,68,"NR","NR",68,"NR",68,68,68,68,"NR","NR",68,68,68,68,68,"NR",68,68,68,"NR",68,68,"NR",68,68,68,72,72,72,"NR","NR",72,72,72,72,72,"NR",72,72,72,"NR",72,"NR","NR",72,"NR","NR",72,72,72,"NR",72,72,72,72,72,72,"NR",72,72,72,72,67,67,"NR",67,67,67,67,60,60,"NR","NR",60,"NR",60,"NR","NR","NR",60,60,60,60,60,60,"NR",60,"NR",60,60,60,60,"NR",60,60,60,60,60,60,"NR","NR",60,60,60,60,60,"NR",60,60,60,60,"NR","NR","NR",60,60,60,60,60,60,"NR",60,"NR",60,60,60,60,"NR",60,60,60,60,60,60,"NR",60,60,60,60,60,65,"NR",65,65,65,67,67,"NR","NR","NR",67,67,67,67,72,"NR",72,75,75,75,75,75,"NR",75,75,75,75,75,"NR","NR",75,"NR",75,75,75,75,"NR",75,75,75,75,75,75,"NR","NR",75,75,75,75,"NR","NR",75,75,80,80,80,80,"NR",80,87,94,95,"NR",100,"NR",90,80,82,80,80,80,"NR",80,80,80,80,80,80,"NR",80,80,80,94,94,94,"NR",85,85,60,60,75,70,"NR",67,67,67,"NR",67,67,"NR",67,67,67,67,"NR",67,"NR",67,"NR","NR",67,66,"NR","NR","NR","NR",66,66,66,"NR","NR",66,66,66,66,66,66,"NR",66,66,74,78,78,78,"NR",78,78,78,78,75,75,"NR",87,87,87,87,87,88,"NR",88,88,"NR",88,88,88,"NR",88,88,88,88,88,88,"NR",88,88,88,88,"NR",88,"NR","NR",88,88,74,74,75,"NR",75,75,75,75
21,"Guava Allahabad(Red)","NR",94,94,94,94,"NR",94,"NR",94,94,"NR",94,94,"NR","NR",94,"NR",100,100,100,100,"NR","NR",100,100,100,100,100,"NR",100,100,100,"NR",100,100,"NR",100,100,100,94,94,94,"NR","NR",94,94,94,94,94,"NR",94,94,94,"NR",94,"NR","NR",94,"NR","NR",94,94,94,"NR",94,94,94,94,94,94,"NR",94,94,94,94,88,88,"NR",88,88,88,88,88,88,"NR","NR",88,"NR",88,"NR","NR","NR",88,88,88,88,88,88,"NR",88,"NR",88,88,88,88,"NR",88,88,88,88,88,88,"NR","NR",88,88,88,88,88,"NR",88,88,88,88,"NR","NR","NR",88,88,88,88,88,88,"NR",88,"NR",88,88,88,88,"NR",88,88,88,88,88,88,"NR",88,88,88,88,88,88,"NR",88,88,88,88,88,"NR","NR","NR",88,88,88,88,88,"NR",88,88,88,88,88,88,"NR",88,88,88,88,88,"NR","NR",88,"NR",88,88,88,88,"NR",88,88,88,88,88,88,"NR","NR",88,88,88,88,"NR","NR",88,88,88,88,88,88,"NR",88,88,88,88,"NR",88,"NR",88,88,88,90,90,90,"NR",90,90,90,90,90,90,"NR",90,90,90,99,99,99,"NR",95,95,95,95,95,91,"NR",91,91,91,"NR",91,91,"NR",91,91,91,91,"NR",91,"NR",91,"NR","NR",91,91,"NR","NR","NR","NR",91,91,91,"NR","NR",91,91,91,91,91,91,"NR",91,91,91,91,91,91,"NR",91,91,91,91,91,91,"NR",91,91,91,91,91,91,"NR",91,91,"NR",91,91,91,"NR",91,91,91,91,91,91,"NR",91,91,91,80,"NR",80,"NR","NR",80,80,84,84,84,"NR",88,88,88,88
22,"Grapes Blore blue","NR",27,27,27,27,"NR",30,"NR",30,30,"NR",30,30,"NR","NR",30,"NR",32,35,35,35,"NR","NR",36,36,36,37,37,"NR",37,37,39,"NR",39,40,"NR",42,42,42,42,48,50,"NR","NR",45,45,45,42,42,"NR",42,42,42,"NR",42,"NR","NR",42,"NR","NR",39,37,37,"NR",37,37,37,36,36,36,"NR",36,36,36,36,36,36,"NR",36,36,36,36,36,36,"NR","NR",36,"NR",36,"NR","NR","NR",32,32,32,32,32,33,"NR",33,"NR",33,33,33,33,"NR",33,33,33,33,33,33,"NR","NR",33,33,33,33,33,"NR",33,33,33,33,"NR","NR","NR",35,38,40,40,44,44,"NR",44,"NR",44,44,48,48,"NR",48,48,48,48,48,48,"NR",48,48,45,45,45,42,"NR",40,40,40,40,40,"NR","NR","NR",34,32,32,32,32,"NR",32,32,32,32,32,35,"NR",35,36,36,36,40,"NR","NR",40,"NR",40,40,40,40,"NR",39,39,39,39,39,39,"NR","NR",39,39,39,37,"NR","NR",37,39,46,56,60,60,"NR",64,72,72,70,"NR",74,"NR",70,70,70,70,66,66,"NR",64,64,64,64,64,64,"NR",62,60,60,60,60,55,"NR",52,52,50,50,50,50,"NR",50,50,50,"NR",50,50,"NR",44,44,44,42,"NR",42,"NR",42,"NR","NR",42,42,"NR","NR","NR","NR",50,50,50,"NR","NR",50,50,48,48,48,48,"NR",45,45,45,45,43,43,"NR",43,43,43,43,43,43,"NR",43,43,43,43,43,43,"NR",43,43,"NR",43,43,43,"NR",43,43,43,43,43,43,"NR",43,43,40,40,"NR",36,"NR","NR",36,36,36,36,36,"NR",36,36,36,36
23,"GrapesAnabi shahi","NR",0,0,0,0,"NR",0,"NR",0,0,"NR",0,0,"NR","NR",0,"NR",0,0,0,0,"NR","NR",0,0,0,0,0,"NR",0,0,0,"NR",0,0,"NR",0,0,0,0,0,0,"NR","NR",0,0,0,0,0,"NR",0,0,0,"NR",0,"NR","NR",0,"NR","NR",0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR","NR",0,"NR",0,"NR","NR","NR",0,0,0,0,0,0,"NR",0,"NR",0,0,0,0,"NR",0,0,0,0,0,0,"NR","NR",0,0,0,0,0,"NR",0,0,0,0,"NR","NR","NR",0,0,0,0,0,0,"NR",0,"NR",0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,"NR","NR","NR",0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,"NR","NR",0,"NR",0,0,0,0,"NR",0,0,0,0,0,0,"NR","NR",0,0,0,0,"NR","NR",0,0,0,0,0,0,"NR",0,0,0,0,"NR",0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,"NR",0,0,"NR",0,0,0,0,"NR",0,"NR",0,"NR","NR",0,0,"NR","NR","NR","NR",0,0,0,"NR","NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,"NR",0,0,0,"NR",0,0,0,0,0,0,"NR",0,0,0,0,"NR",0,"NR","NR",0,0,0,0,0,"NR",0,0,0,0
24,"Grapes Dilkush","NR",76,76,76,76,"NR",76,"NR",76,76,"NR",76,70,"NR","NR",70,"NR",70,70,70,70,"NR","NR",70,70,70,70,70,"NR",70,70,70,"NR",70,70,"NR",70,70,70,46,46,72,"NR","NR",72,72,72,64,64,"NR",64,64,64,"NR",64,"NR","NR",64,"NR","NR",59,59,59,"NR",59,59,59,59,59,59,"NR",59,59,59,59,59,59,"NR",59,59,59,59,59,59,"NR","NR",59,"NR",59,"NR","NR","NR",35,35,35,35,35,36,"NR",36,"NR",36,36,36,36,"NR",36,36,36,36,36,36,"NR","NR",36,36,36,36,36,"NR",36,36,36,36,"NR","NR","NR",36,36,36,36,36,36,"NR",36,"NR",36,32,28,28,"NR",26,26,26,26,26,26,"NR",26,26,26,26,27,30,"NR",30,30,30,30,30,"NR","NR","NR",30,30,30,30,30,"NR",30,30,30,30,30,30,"NR",32,32,32,32,32,"NR","NR",32,"NR",32,32,32,32,"NR",32,32,32,32,32,32,"NR","NR",32,32,32,32,"NR","NR",32,32,32,32,32,80,"NR",80,80,80,80,"NR",80,"NR",80,80,80,80,80,80,"NR",80,80,80,80,80,80,"NR",80,80,80,80,80,80,"NR",80,80,80,80,80,80,"NR",80,80,80,"NR",80,80,"NR",80,80,80,80,"NR",80,"NR",80,"NR","NR",80,80,"NR","NR","NR","NR",80,80,80,"NR","NR",80,80,80,80,80,80,"NR",80,80,80,80,80,80,"NR",80,80,80,80,80,80,"NR",80,80,80,80,80,80,"NR",80,80,"NR",80,80,80,"NR",80,80,80,80,80,80,"NR",80,80,80,80,"NR",80,"NR","NR",80,80,80,0,0,"NR",0,0,0,0
